Date,TRUE-B.ST
2025-06-30,67.0999984741211
2025-07-01,65.4000015258789
2025-07-02,65.0
2025-07-03,66.69999694824219
2025-07-04,66.6500015258789
2025-07-07,67.5
2025-07-08,68.8499984741211
2025-07-09,70.0
2025-07-10,69.0999984741211
2025-07-11,68.1500015258789
2025-07-14,66.5999984741211
2025-07-15,65.25
2025-07-16,64.1500015258789
2025-07-17,63.70000076293945
2025-07-18,59.900001525878906
2025-07-21,54.650001525878906
2025-07-22,53.95000076293945
2025-07-23,54.29999923706055
2025-07-24,52.25
2025-07-25,51.650001525878906
2025-07-28,50.70000076293945
2025-07-29,50.79999923706055
2025-07-30,49.099998474121094
2025-07-31,49.0
2025-08-01,47.939998626708984
2025-08-04,48.380001068115234
2025-08-05,48.439998626708984
2025-08-06,47.5
2025-08-07,47.939998626708984
2025-08-08,46.7400016784668
2025-08-11,46.959999084472656
2025-08-12,45.91999816894531
2025-08-13,45.7400016784668
2025-08-14,47.380001068115234
2025-08-15,47.20000076293945
2025-08-18,47.70000076293945
2025-08-19,47.880001068115234
2025-08-20,46.08000183105469
2025-08-21,46.86000061035156
2025-08-22,46.540000915527344
