Date,KFINTECH.NS
2024-09-13,1021.1500244140625
2024-09-16,1021.3499755859375
2024-09-17,1019.5
2024-09-18,1046.9000244140625
2024-09-19,1010.0999755859375
2024-09-20,1054.449951171875
2024-09-23,1084.800048828125
2024-09-24,1105.8499755859375
2024-09-25,1092.1500244140625
2024-09-26,1037.75
2024-09-27,1044.5
2024-09-30,1021.2000122070312
2024-10-01,1137.3499755859375
2024-10-03,1082.4000244140625
2024-10-04,1015.6500244140625
2024-10-07,990.5
2024-10-08,1005.5
2024-10-09,1029.699951171875
2024-10-10,1036.449951171875
2024-10-11,1044.0999755859375
2024-10-14,1085.199951171875
2024-10-15,1097.949951171875
2024-10-16,1109.449951171875
2024-10-17,1069.300048828125
2024-10-18,1065.75
2024-10-21,1037.699951171875
2024-10-22,977.4000244140625
2024-10-23,995.8499755859375
2024-10-24,977.7000122070312
2024-10-25,943.0499877929688
2024-10-28,966.9000244140625
2024-10-29,968.9500122070312
2024-10-30,957.9500122070312
2024-10-31,1000.0999755859375
2024-11-01,1013.0
2024-11-04,1009.5999755859375
2024-11-05,1025.449951171875
2024-11-06,1046.3499755859375
2024-11-07,1037.25
2024-11-08,1019.8499755859375
2024-11-11,996.4000244140625
2024-11-12,1020.25
2024-11-13,963.9000244140625
2024-11-14,977.5
2024-11-18,978.9500122070312
2024-11-19,1013.9500122070312
2024-11-21,1030.6500244140625
2024-11-22,1066.699951171875
2024-11-25,1103.6500244140625
2024-11-26,1157.0
2024-11-27,1145.800048828125
2024-11-28,1155.3499755859375
2024-11-29,1163.75
2024-12-02,1174.949951171875
2024-12-03,1216.0999755859375
2024-12-04,1213.699951171875
2024-12-05,1256.3499755859375
2024-12-06,1271.4000244140625
2024-12-09,1266.3499755859375
2024-12-10,1246.6500244140625
2024-12-11,1254.0
2024-12-12,1247.6500244140625
2024-12-13,1252.699951171875
2024-12-16,1252.300048828125
2024-12-17,1235.9000244140625
2024-12-18,1328.699951171875
2024-12-19,1429.050048828125
2024-12-20,1444.5
2024-12-23,1415.199951171875
2024-12-24,1476.949951171875
2024-12-26,1592.199951171875
2024-12-27,1511.449951171875
2024-12-30,1582.800048828125
2024-12-31,1537.25
2025-01-01,1545.1500244140625
2025-01-02,1492.550048828125
2025-01-03,1472.199951171875
2025-01-06,1436.1500244140625
2025-01-07,1475.25
2025-01-08,1445.449951171875
2025-01-09,1452.050048828125
2025-01-10,1377.699951171875
2025-01-13,1255.1500244140625
2025-01-14,1172.199951171875
2025-01-15,1244.1500244140625
2025-01-16,1251.8499755859375
2025-01-17,1206.9000244140625
2025-01-20,1173.6500244140625
2025-01-21,1115.199951171875
2025-01-22,1079.5999755859375
2025-01-23,1104.050048828125
2025-01-24,1164.9000244140625
2025-01-27,1131.800048828125
2025-01-28,1073.050048828125
2025-01-29,1087.050048828125
2025-01-30,1081.25
2025-01-31,1090.25
2025-02-01,1101.800048828125
2025-02-03,1060.199951171875
2025-02-04,1098.6500244140625
2025-02-05,1148.0
2025-02-06,1170.300048828125
2025-02-07,1224.25
2025-02-10,1153.949951171875
2025-02-11,1034.9000244140625
2025-02-12,997.9000244140625
2025-02-13,1000.25
2025-02-14,924.8499755859375
2025-02-17,825.7000122070312
2025-02-18,801.7999877929688
2025-02-19,853.0
2025-02-20,879.4500122070312
2025-02-21,911.2000122070312
2025-02-24,909.25
2025-02-25,892.7000122070312
2025-02-27,842.8499755859375
2025-02-28,870.6500244140625
2025-03-03,872.2999877929688
2025-03-04,880.3499755859375
2025-03-05,882.0499877929688
2025-03-06,888.9000244140625
2025-03-07,929.5499877929688
2025-03-10,901.6500244140625
2025-03-11,913.5499877929688
2025-03-12,919.5999755859375
2025-03-13,915.5499877929688
2025-03-17,913.4500122070312
2025-03-18,913.4500122070312
2025-03-19,975.0999755859375
2025-03-20,1050.300048828125
2025-03-21,1100.5
2025-03-24,1139.0999755859375
2025-03-25,1098.75
2025-03-26,1043.6500244140625
2025-03-27,1041.0999755859375
2025-03-28,1029.5999755859375
2025-04-01,1032.050048828125
2025-04-02,1042.5999755859375
2025-04-03,1062.699951171875
2025-04-04,1036.0
2025-04-07,996.2000122070312
2025-04-08,1028.0
2025-04-09,1025.949951171875
2025-04-11,998.3499755859375
2025-04-15,1007.2000122070312
2025-04-16,1052.4000244140625
2025-04-17,1105.800048828125
2025-04-21,1200.800048828125
2025-04-22,1284.4000244140625
2025-04-23,1286.5999755859375
2025-04-24,1227.0
2025-04-25,1219.5999755859375
2025-04-28,1239.199951171875
2025-04-29,1269.800048828125
2025-04-30,1197.5999755859375
2025-05-02,1133.300048828125
2025-05-05,1087.800048828125
2025-05-06,1041.699951171875
2025-05-07,1103.300048828125
2025-05-08,1064.9000244140625
2025-05-09,1065.4000244140625
2025-05-12,1117.9000244140625
2025-05-13,1047.800048828125
2025-05-14,1050.5
2025-05-15,1041.0
2025-05-16,1065.800048828125
2025-05-19,1077.9000244140625
2025-05-20,1064.9000244140625
2025-05-21,1056.9000244140625
2025-05-22,1049.800048828125
2025-05-23,1072.199951171875
2025-05-26,1072.5999755859375
2025-05-27,1079.199951171875
2025-05-28,1078.199951171875
2025-05-29,1070.199951171875
2025-05-30,1078.699951171875
2025-06-02,1124.4000244140625
2025-06-03,1135.300048828125
2025-06-04,1170.300048828125
2025-06-05,1206.0999755859375
2025-06-06,1248.300048828125
2025-06-09,1253.5
2025-06-10,1265.699951171875
2025-06-11,1217.0
2025-06-12,1194.0
2025-06-13,1208.0
2025-06-16,1225.0
2025-06-17,1209.5
2025-06-18,1222.9000244140625
2025-06-19,1198.0
2025-06-20,1272.5
2025-06-23,1314.199951171875
2025-06-24,1338.5999755859375
2025-06-25,1336.699951171875
2025-06-26,1323.4000244140625
2025-06-27,1346.4000244140625
2025-06-30,1347.699951171875
2025-07-01,1333.800048828125
2025-07-02,1320.9000244140625
2025-07-03,1329.699951171875
2025-07-04,1294.9000244140625
2025-07-07,1262.5999755859375
2025-07-08,1273.300048828125
2025-07-09,1306.9000244140625
2025-07-10,1291.9000244140625
2025-07-11,1273.0999755859375
2025-07-14,1275.5999755859375
2025-07-15,1299.300048828125
2025-07-16,1282.199951171875
2025-07-17,1268.5999755859375
2025-07-18,1259.699951171875
2025-07-21,1274.199951171875
2025-07-22,1282.4000244140625
2025-07-23,1261.699951171875
2025-07-24,1232.5999755859375
2025-07-25,1164.5999755859375
2025-07-28,1149.0
2025-07-29,1126.300048828125
2025-07-30,1109.199951171875
2025-07-31,1082.9000244140625
2025-08-01,1101.5
2025-08-04,1123.800048828125
2025-08-05,1120.5999755859375
2025-08-06,1110.9000244140625
2025-08-07,1089.699951171875
2025-08-08,1073.0
2025-08-11,1091.4000244140625
2025-08-12,1086.300048828125
2025-08-13,1114.5
2025-08-14,1128.9000244140625
2025-08-18,1115.5
2025-08-19,1125.4000244140625
2025-08-20,1115.800048828125
2025-08-21,1127.699951171875
