Date,HDFCGROWTH.NS
2025-02-03,122.5
2025-02-04,123.31999969482422
2025-02-05,122.73999786376953
2025-02-06,122.26000213623047
2025-02-07,121.88999938964844
2025-02-10,120.9800033569336
2025-02-11,119.02999877929688
2025-02-12,120.1500015258789
2025-02-13,120.19000244140625
2025-02-14,117.55999755859375
2025-02-17,117.70999908447266
2025-02-18,117.81999969482422
2025-02-19,116.06999969482422
2025-02-20,116.06999969482422
2025-02-21,114.79000091552734
2025-02-24,113.55000305175781
2025-02-25,113.68000030517578
2025-02-27,112.62999725341797
2025-02-28,109.76000213623047
2025-03-03,109.0
2025-03-04,108.4800033569336
2025-03-05,110.86000061035156
2025-03-06,111.54000091552734
2025-03-07,111.16999816894531
2025-03-10,110.6500015258789
2025-03-11,110.8499984741211
2025-03-12,109.55000305175781
2025-03-13,110.37999725341797
2025-03-17,109.16000366210938
2025-03-18,111.20999908447266
2025-03-19,110.58999633789062
2025-03-20,111.94999694824219
2025-03-21,112.80999755859375
2025-03-24,112.91999816894531
2025-03-25,113.12999725341797
2025-03-26,112.54000091552734
2025-03-27,112.69000244140625
2025-03-28,111.70999908447266
2025-04-01,109.44000244140625
2025-04-02,110.45999908447266
2025-04-03,110.11000061035156
2025-04-04,106.87000274658203
2025-04-07,104.62000274658203
2025-04-08,106.20999908447266
2025-04-09,105.86000061035156
2025-04-11,107.44999694824219
2025-04-15,109.05000305175781
2025-04-16,109.5199966430664
2025-04-17,110.63999938964844
2025-04-21,113.19999694824219
2025-04-22,112.70999908447266
2025-04-23,114.62000274658203
2025-04-24,114.87999725341797
2025-04-25,114.06999969482422
2025-04-28,115.0
2025-04-29,114.93000030517578
2025-04-30,114.91999816894531
2025-05-02,114.95999908447266
2025-05-05,115.91999816894531
2025-05-06,115.80999755859375
2025-05-07,116.23999786376953
2025-05-08,114.7300033569336
2025-05-09,113.7300033569336
2025-05-12,117.22000122070312
2025-05-13,116.73999786376953
2025-05-14,117.30000305175781
2025-05-15,118.37000274658203
2025-05-16,118.88999938964844
2025-05-19,118.91999816894531
2025-05-20,117.66999816894531
2025-05-21,118.6500015258789
2025-05-22,116.68000030517578
2025-05-23,117.02999877929688
2025-05-26,117.70999908447266
2025-05-27,117.37999725341797
2025-05-28,116.63999938964844
2025-05-29,116.95999908447266
2025-05-30,116.08999633789062
2025-06-02,116.11000061035156
2025-06-03,115.4800033569336
2025-06-04,116.05000305175781
2025-06-05,116.80000305175781
2025-06-06,117.02999877929688
2025-06-09,117.44999694824219
2025-06-10,117.87999725341797
2025-06-11,118.23999786376953
2025-06-12,117.4800033569336
2025-06-13,118.19999694824219
2025-06-16,118.45999908447266
2025-06-17,117.83999633789062
2025-06-18,118.4000015258789
2025-06-19,117.93000030517578
2025-06-20,118.43000030517578
2025-06-23,117.75
2025-06-24,118.0
2025-06-25,118.8499984741211
2025-06-26,118.20999908447266
2025-06-27,119.18000030517578
2025-06-30,119.5
2025-07-01,119.62000274658203
2025-07-02,119.43000030517578
2025-07-03,119.70999908447266
2025-07-04,120.20999908447266
2025-07-07,120.55000305175781
2025-07-08,120.31999969482422
2025-07-09,120.5
2025-07-10,119.95999908447266
2025-07-11,119.66000366210938
2025-07-14,119.38999938964844
2025-07-15,120.23999786376953
2025-07-16,120.8499984741211
2025-07-17,120.4800033569336
2025-07-18,120.26000213623047
2025-07-21,120.25
2025-07-22,119.83999633789062
2025-07-23,119.95999908447266
2025-07-24,119.16000366210938
2025-07-25,118.5
2025-07-28,117.94999694824219
2025-07-29,118.55000305175781
2025-07-30,118.56999969482422
2025-07-31,118.94000244140625
2025-08-01,117.62000274658203
