Date,MIDCAP.NS
2024-11-01,159.5500030517578
2024-11-04,158.0800018310547
2024-11-06,162.0399932861328
2024-11-07,161.72999572753906
2024-11-08,159.0800018310547
2024-11-11,159.10000610351562
2024-11-12,156.32000732421875
2024-11-13,153.49000549316406
2024-11-14,154.27999877929688
2024-11-18,153.6199951171875
2024-11-19,155.41000366210938
2024-11-21,153.49000549316406
2024-11-22,157.75999450683594
2024-11-25,158.7899932861328
2024-11-26,159.67999267578125
2024-11-27,159.7899932861328
2024-11-28,159.27000427246094
2024-11-29,159.75999450683594
2024-12-02,161.27999877929688
2024-12-03,163.05999755859375
2024-12-04,164.1300048828125
2024-12-05,164.3800048828125
2024-12-06,165.17999267578125
2024-12-09,166.10000610351562
2024-12-10,165.74000549316406
2024-12-11,167.30999755859375
2024-12-12,167.4499969482422
2024-12-13,167.3000030517578
2024-12-16,167.7100067138672
2024-12-17,166.77000427246094
2024-12-18,165.9199981689453
2024-12-19,167.6699981689453
2024-12-20,161.9600067138672
2024-12-23,162.63999938964844
2024-12-24,162.11000061035156
2024-12-26,162.3699951171875
2024-12-27,162.13999938964844
2024-12-30,162.22999572753906
2024-12-31,161.64999389648438
2025-01-01,163.3300018310547
2025-01-02,164.60000610351562
2025-01-03,164.82000732421875
2025-01-06,160.80999755859375
2025-01-07,161.55999755859375
2025-01-08,159.94000244140625
2025-01-09,158.5500030517578
2025-01-10,155.69000244140625
2025-01-13,149.17999267578125
2025-01-14,152.2899932861328
2025-01-15,153.0500030517578
2025-01-16,154.13999938964844
2025-01-17,153.94000244140625
2025-01-20,155.35000610351562
2025-01-21,152.3300018310547
2025-01-22,150.39999389648438
2025-01-23,152.8699951171875
2025-01-24,150.83999633789062
2025-01-27,146.8300018310547
2025-01-28,146.22000122070312
2025-01-29,148.89999389648438
2025-01-30,149.25
2025-01-31,152.25999450683594
2025-02-01,151.6699981689453
2025-02-03,150.2899932861328
2025-02-04,153.47000122070312
2025-02-05,154.55999755859375
2025-02-06,152.4499969482422
2025-02-07,152.5
2025-02-10,149.82000732421875
2025-02-11,145.1300048828125
2025-02-12,144.7100067138672
2025-02-13,145.13999938964844
2025-02-14,142.16000366210938
2025-02-17,142.16000366210938
2025-02-18,141.36000061035156
2025-02-19,144.1199951171875
2025-02-20,145.14999389648438
2025-02-21,144.07000732421875
2025-02-24,142.8300018310547
2025-02-25,141.8699951171875
2025-02-27,142.14999389648438
2025-02-28,139.77000427246094
2025-03-03,137.82000732421875
2025-03-04,138.52999877929688
2025-03-05,141.33999633789062
2025-03-06,142.2100067138672
2025-03-07,141.42999267578125
2025-03-10,139.55999755859375
2025-03-11,140.22999572753906
2025-03-12,140.08999633789062
2025-03-13,138.75999450683594
2025-03-17,139.85000610351562
2025-03-18,142.14999389648438
2025-03-19,146.3699951171875
2025-03-20,147.02000427246094
2025-03-21,148.58999633789062
2025-03-24,150.89999389648438
2025-03-25,149.7899932861328
2025-03-26,148.3800048828125
2025-03-27,148.5500030517578
2025-03-28,148.27000427246094
2025-04-01,147.02000427246094
2025-04-02,149.02999877929688
2025-04-03,149.10000610351562
2025-04-04,145.02999877929688
2025-04-07,140.1999969482422
2025-04-08,143.3300018310547
2025-04-09,142.19000244140625
2025-04-11,146.39999389648438
2025-04-15,148.3800048828125
2025-04-16,149.8000030517578
2025-04-17,149.9600067138672
2025-04-21,154.67999267578125
2025-04-22,156.49000549316406
2025-04-23,157.32000732421875
2025-04-24,157.7899932861328
2025-04-25,154.3800048828125
2025-04-28,156.25999450683594
2025-04-29,157.0800018310547
2025-04-30,155.44000244140625
2025-05-02,156.2100067138672
2025-05-05,156.69000244140625
2025-05-06,154.1300048828125
2025-05-07,156.1300048828125
2025-05-08,153.22000122070312
2025-05-09,152.5399932861328
2025-05-12,159.8800048828125
2025-05-13,160.05999755859375
2025-05-14,160.66000366210938
2025-05-15,161.5
2025-05-16,163.16000366210938
2025-05-19,162.85000610351562
2025-05-20,160.91000366210938
2025-05-21,161.2899932861328
2025-05-22,160.3800048828125
2025-05-23,161.08999633789062
2025-05-26,162.4600067138672
2025-05-27,162.14999389648438
2025-05-28,162.08999633789062
2025-05-29,162.52000427246094
2025-05-30,162.02999877929688
2025-06-02,163.32000732421875
2025-06-03,162.47999572753906
2025-06-04,164.1199951171875
2025-06-05,165.47000122070312
2025-06-06,168.3300018310547
2025-06-09,170.5800018310547
2025-06-10,170.05999755859375
2025-06-11,169.72999572753906
2025-06-12,167.42999267578125
2025-06-13,166.63999938964844
2025-06-16,168.61000061035156
2025-06-17,167.61000061035156
2025-06-18,166.25999450683594
2025-06-19,163.82000732421875
2025-06-20,166.72999572753906
2025-06-23,166.8300018310547
2025-06-24,168.1699981689453
2025-06-25,169.36000061035156
2025-06-26,170.08999633789062
2025-06-27,170.74000549316406
2025-06-30,171.10000610351562
2025-07-01,170.91000366210938
2025-07-02,171.07000732421875
2025-07-03,171.0800018310547
2025-07-04,171.25999450683594
2025-07-07,171.25
2025-07-08,170.16000366210938
2025-07-09,170.16000366210938
2025-07-10,169.77000427246094
2025-07-11,168.8800048828125
2025-07-14,168.52000427246094
2025-07-15,170.72999572753906
2025-07-16,171.0
2025-07-17,170.17999267578125
2025-07-18,169.74000549316406
2025-07-21,170.02000427246094
2025-07-22,169.39999389648438
2025-07-23,169.4199981689453
2025-07-24,168.9199981689453
2025-07-25,166.5500030517578
2025-07-28,165.6300048828125
2025-07-29,166.66000366210938
2025-07-30,166.64999389648438
2025-07-31,165.08999633789062
2025-08-01,163.05999755859375
