Date,NETWEB.NS
2024-06-13,2451.735107421875
2024-06-14,2593.709716796875
2024-06-18,2533.36328125
2024-06-19,2658.202880859375
2024-06-20,2566.48388671875
2024-06-21,2553.1455078125
2024-06-24,2587.215576171875
2024-06-25,2556.542724609375
2024-06-26,2603.201416015625
2024-06-27,2591.062255859375
2024-06-28,2592.1611328125
2024-07-01,2661.449951171875
2024-07-02,2671.39111328125
2024-07-03,2607.74755859375
2024-07-04,2624.282958984375
2024-07-05,2639.269775390625
2024-07-08,2683.280517578125
2024-07-09,2657.953125
2024-07-10,2568.382080078125
2024-07-11,2540.556884765625
2024-07-12,2469.819091796875
2024-07-15,2398.531982421875
2024-07-16,2471.517578125
2024-07-18,2434.85009765625
2024-07-19,2384.894287109375
2024-07-22,2437.8974609375
2024-07-23,2387.491943359375
2024-07-24,2416.11669921875
2024-07-25,2368.10888671875
2024-07-26,2385.893310546875
2024-07-29,2338.285400390625
2024-07-30,2328.09423828125
2024-07-31,2306.513427734375
2024-08-01,2252.611083984375
2024-08-02,2343.980224609375
2024-08-05,2247.5654296875
2024-08-06,2172.23193359375
2024-08-07,2277.8388671875
2024-08-08,2265.10009765625
2024-08-09,2286.25
2024-08-12,2385.699951171875
2024-08-13,2303.0
2024-08-14,2208.0
2024-08-16,2310.0
2024-08-19,2425.449951171875
2024-08-20,2542.5
2024-08-21,2505.60009765625
2024-08-22,2487.5
2024-08-23,2525.39990234375
2024-08-26,2687.75
2024-08-27,2618.0
2024-08-28,2581.85009765625
2024-08-29,2578.300048828125
2024-08-30,2721.449951171875
2024-09-02,2786.199951171875
2024-09-03,2751.050048828125
2024-09-04,2680.64990234375
2024-09-05,2641.699951171875
2024-09-06,2610.39990234375
2024-09-09,2700.0
2024-09-10,2713.89990234375
2024-09-11,2700.10009765625
2024-09-12,2719.25
2024-09-13,2709.800048828125
2024-09-16,2784.699951171875
2024-09-17,2771.25
2024-09-18,2678.89990234375
2024-09-19,2661.800048828125
2024-09-20,2682.35009765625
2024-09-23,2616.25
2024-09-24,2631.25
2024-09-25,2563.050048828125
2024-09-26,2551.449951171875
2024-09-27,2548.14990234375
2024-09-30,2519.75
2024-10-01,2508.699951171875
2024-10-03,2396.199951171875
2024-10-04,2513.64990234375
2024-10-07,2447.10009765625
2024-10-08,2467.60009765625
2024-10-09,2449.199951171875
2024-10-10,2447.89990234375
2024-10-11,2615.10009765625
2024-10-14,2608.75
2024-10-15,2674.300048828125
2024-10-16,2593.699951171875
2024-10-17,2584.75
2024-10-18,2681.64990234375
2024-10-21,2745.699951171875
2024-10-22,2626.800048828125
2024-10-23,2628.0
2024-10-24,2589.449951171875
2024-10-25,2511.949951171875
2024-10-28,2549.89990234375
2024-10-29,2530.050048828125
2024-10-30,2653.25
2024-10-31,2697.800048828125
2024-11-01,2716.550048828125
2024-11-04,2643.199951171875
2024-11-05,2654.800048828125
2024-11-06,2799.449951171875
2024-11-07,2834.39990234375
2024-11-08,2838.0
2024-11-11,2821.949951171875
2024-11-12,2814.60009765625
2024-11-13,2675.5
2024-11-14,2670.85009765625
2024-11-18,2694.550048828125
2024-11-19,2843.5
2024-11-21,2801.0
2024-11-22,2795.449951171875
2024-11-25,2873.5
2024-11-26,2837.0
2024-11-27,2877.5
2024-11-28,2797.35009765625
2024-11-29,2750.14990234375
2024-12-02,2788.199951171875
2024-12-03,2897.550048828125
2024-12-04,2867.85009765625
2024-12-05,2876.0
2024-12-06,2897.85009765625
2024-12-09,2919.14990234375
2024-12-10,2898.050048828125
2024-12-11,2869.949951171875
2024-12-12,2833.85009765625
2024-12-13,2789.699951171875
2024-12-16,2859.949951171875
2024-12-17,2961.199951171875
2024-12-18,2930.14990234375
2024-12-19,2869.199951171875
2024-12-20,2759.449951171875
2024-12-23,2680.949951171875
2024-12-24,2696.64990234375
2024-12-26,2701.10009765625
2024-12-27,2740.199951171875
2024-12-30,2711.64990234375
2024-12-31,2725.64990234375
2025-01-01,2889.949951171875
2025-01-02,2880.050048828125
2025-01-03,2839.39990234375
2025-01-06,2742.14990234375
2025-01-07,2830.300048828125
2025-01-08,2770.10009765625
2025-01-09,2762.449951171875
2025-01-10,2599.25
2025-01-13,2423.14990234375
2025-01-14,2518.35009765625
2025-01-15,2432.300048828125
2025-01-16,2454.0
2025-01-17,2338.35009765625
2025-01-20,2197.10009765625
2025-01-21,2143.800048828125
2025-01-22,1943.8499755859375
2025-01-23,1902.699951171875
2025-01-24,1845.800048828125
2025-01-27,1623.8499755859375
2025-01-28,1461.5
2025-01-29,1607.6500244140625
2025-01-30,1727.8499755859375
2025-01-31,1794.050048828125
2025-02-01,1787.4000244140625
2025-02-03,1683.75
2025-02-04,1691.5
2025-02-05,1751.550048828125
2025-02-06,1794.550048828125
2025-02-07,1785.4000244140625
2025-02-10,1646.5999755859375
2025-02-11,1548.5
2025-02-12,1535.5999755859375
2025-02-13,1501.3499755859375
2025-02-14,1409.0999755859375
2025-02-17,1370.25
2025-02-18,1340.5999755859375
2025-02-19,1474.6500244140625
2025-02-20,1618.0999755859375
2025-02-21,1599.5
2025-02-24,1540.25
2025-02-25,1560.3499755859375
2025-02-27,1484.4000244140625
2025-02-28,1453.9000244140625
2025-03-03,1418.949951171875
2025-03-04,1440.0
2025-03-05,1526.699951171875
2025-03-06,1565.300048828125
2025-03-07,1594.199951171875
2025-03-10,1527.4000244140625
2025-03-11,1525.449951171875
2025-03-12,1489.5999755859375
2025-03-13,1460.300048828125
2025-03-17,1403.699951171875
2025-03-18,1403.699951171875
2025-03-19,1521.6500244140625
2025-03-20,1515.449951171875
2025-03-21,1606.550048828125
2025-03-24,1637.550048828125
2025-03-25,1603.8499755859375
2025-03-26,1549.1500244140625
2025-03-27,1525.5
2025-03-28,1514.6500244140625
2025-04-01,1510.550048828125
2025-04-02,1549.4000244140625
2025-04-03,1529.6500244140625
2025-04-04,1499.0
2025-04-07,1435.1500244140625
2025-04-08,1460.800048828125
2025-04-09,1422.5
2025-04-11,1469.300048828125
2025-04-15,1509.199951171875
2025-04-16,1519.5999755859375
2025-04-17,1497.0
2025-04-21,1502.0999755859375
2025-04-22,1500.199951171875
2025-04-23,1531.800048828125
2025-04-24,1515.4000244140625
2025-04-25,1459.5
2025-04-28,1467.0999755859375
2025-04-29,1455.699951171875
2025-04-30,1411.4000244140625
2025-05-02,1418.0
2025-05-05,1604.4000244140625
2025-05-06,1565.5999755859375
2025-05-07,1554.4000244140625
2025-05-08,1632.300048828125
2025-05-09,1575.0999755859375
2025-05-12,1720.9000244140625
2025-05-13,1727.300048828125
2025-05-14,1729.800048828125
2025-05-15,1824.0
2025-05-16,1831.800048828125
2025-05-19,1840.300048828125
2025-05-20,1796.0999755859375
2025-05-21,1800.9000244140625
2025-05-22,1810.699951171875
2025-05-23,1798.0
2025-05-26,1896.5999755859375
2025-05-27,1922.300048828125
2025-05-28,1996.0999755859375
2025-05-29,2023.5
2025-05-30,1999.0999755859375
2025-06-02,1949.0999755859375
2025-06-03,1975.0999755859375
2025-06-04,1967.5999755859375
2025-06-05,1996.0
2025-06-06,1976.5999755859375
2025-06-09,1931.199951171875
2025-06-10,1955.4000244140625
2025-06-11,1881.699951171875
2025-06-12,1806.800048828125
2025-06-13,1781.800048828125
2025-06-16,1822.199951171875
2025-06-17,1774.300048828125
2025-06-18,1749.300048828125
2025-06-19,1721.5999755859375
2025-06-20,1764.0999755859375
2025-06-23,1761.4000244140625
2025-06-24,1772.699951171875
2025-06-25,1837.5999755859375
2025-06-26,1832.0999755859375
2025-06-27,1809.5
2025-06-30,1845.199951171875
2025-07-01,1871.199951171875
2025-07-02,1855.199951171875
2025-07-03,1860.699951171875
2025-07-04,1823.800048828125
2025-07-07,1792.300048828125
2025-07-08,1803.9000244140625
2025-07-09,1806.800048828125
2025-07-10,1812.699951171875
2025-07-11,1947.4000244140625
2025-07-14,1981.0
2025-07-15,1962.5999755859375
2025-07-16,1956.300048828125
2025-07-17,1935.0
2025-07-18,1931.4000244140625
2025-07-21,1896.0999755859375
2025-07-22,1895.800048828125
2025-07-23,1956.300048828125
2025-07-24,1967.5999755859375
2025-07-25,1927.0
2025-07-28,1827.5
2025-07-29,1972.800048828125
2025-07-30,2023.0
2025-07-31,2031.5
2025-08-01,2135.199951171875
2025-08-04,2304.10009765625
2025-08-05,2210.199951171875
2025-08-06,2122.0
2025-08-07,2146.800048828125
2025-08-08,2104.699951171875
2025-08-11,2148.0
2025-08-12,2093.5
2025-08-13,2098.89990234375
2025-08-14,2125.0
2025-08-18,2158.10009765625
2025-08-19,2126.800048828125
2025-08-20,2048.60009765625
2025-08-21,2065.800048828125
