Date,MOMENTUM50.NS
2025-01-31,49.61000061035156
2025-02-01,50.13999938964844
2025-02-03,50.04999923706055
2025-02-04,50.630001068115234
2025-02-05,51.189998626708984
2025-02-06,50.7400016784668
2025-02-07,51.189998626708984
2025-02-10,50.040000915527344
2025-02-11,48.5099983215332
2025-02-12,48.34000015258789
2025-02-13,48.31999969482422
2025-02-14,46.9900016784668
2025-02-17,46.90999984741211
2025-02-18,46.709999084472656
2025-02-19,47.599998474121094
2025-02-20,48.2400016784668
2025-02-21,47.470001220703125
2025-02-24,46.88999938964844
2025-02-25,46.709999084472656
2025-02-27,46.04999923706055
2025-02-28,44.7400016784668
2025-03-03,44.849998474121094
2025-03-04,44.880001068115234
2025-03-05,46.0099983215332
2025-03-06,46.0
2025-03-07,45.790000915527344
2025-03-10,44.810001373291016
2025-03-11,44.90999984741211
2025-03-12,44.709999084472656
2025-03-13,44.459999084472656
2025-03-17,44.72999954223633
2025-03-18,45.959999084472656
2025-03-19,46.7599983215332
2025-03-20,47.16999816894531
2025-03-21,47.61000061035156
2025-03-24,48.15999984741211
2025-03-25,47.400001525878906
2025-03-26,46.95000076293945
2025-03-27,47.47999954223633
2025-03-28,47.529998779296875
2025-04-01,47.099998474121094
2025-04-02,47.79999923706055
2025-04-03,47.36000061035156
2025-04-04,45.619998931884766
2025-04-07,44.060001373291016
2025-04-08,45.15999984741211
2025-04-09,44.4900016784668
2025-04-11,45.75
2025-04-15,47.220001220703125
2025-04-16,47.45000076293945
2025-04-17,47.709999084472656
2025-04-21,49.02000045776367
2025-04-22,49.54999923706055
2025-04-23,50.15999984741211
2025-04-24,50.130001068115234
2025-04-25,49.04999923706055
2025-04-28,49.65999984741211
2025-04-29,49.93000030517578
2025-04-30,49.72999954223633
2025-05-02,49.529998779296875
2025-05-05,50.220001220703125
2025-05-06,49.33000183105469
2025-05-07,49.959999084472656
2025-05-08,49.11000061035156
2025-05-09,48.869998931884766
2025-05-12,50.9900016784668
2025-05-13,51.0099983215332
2025-05-14,51.529998779296875
2025-05-15,51.869998931884766
2025-05-16,52.369998931884766
2025-05-19,52.119998931884766
2025-05-20,51.470001220703125
2025-05-21,51.77000045776367
2025-05-22,51.61000061035156
2025-05-23,51.90999984741211
2025-05-26,52.15999984741211
2025-05-27,51.869998931884766
2025-05-28,51.869998931884766
2025-05-29,52.150001525878906
2025-05-30,52.220001220703125
2025-06-02,52.2400016784668
2025-06-03,52.439998626708984
2025-06-04,52.93000030517578
2025-06-05,53.619998931884766
2025-06-06,54.13999938964844
2025-06-09,54.4900016784668
2025-06-10,54.810001373291016
2025-06-11,54.380001068115234
2025-06-12,53.56999969482422
2025-06-13,53.439998626708984
2025-06-16,53.9900016784668
2025-06-17,53.86000061035156
2025-06-18,53.779998779296875
2025-06-19,53.2400016784668
2025-06-20,53.31999969482422
2025-06-23,54.11000061035156
2025-06-24,54.459999084472656
2025-06-25,54.9900016784668
2025-06-26,55.06999969482422
2025-06-27,55.439998626708984
2025-06-30,55.060001373291016
2025-07-01,54.63999938964844
2025-07-02,54.40999984741211
2025-07-03,54.150001525878906
2025-07-04,54.04999923706055
2025-07-07,53.79999923706055
2025-07-08,53.689998626708984
2025-07-09,53.880001068115234
2025-07-10,53.5
2025-07-11,52.970001220703125
2025-07-14,53.130001068115234
2025-07-15,53.40999984741211
2025-07-16,53.400001525878906
2025-07-17,53.08000183105469
2025-07-18,52.7400016784668
2025-07-21,52.95000076293945
2025-07-22,53.13999938964844
2025-07-23,53.349998474121094
2025-07-24,52.880001068115234
2025-07-25,52.290000915527344
2025-07-28,51.619998931884766
2025-07-29,51.72999954223633
2025-07-30,51.86000061035156
2025-07-31,51.61000061035156
2025-08-01,50.97999954223633
