Date,CONCORDBIO.NS
2024-12-09,2101.75
2024-12-10,2093.050048828125
2024-12-11,2194.699951171875
2024-12-12,2142.449951171875
2024-12-13,2111.39990234375
2024-12-16,2103.5
2024-12-17,2059.10009765625
2024-12-18,2173.35009765625
2024-12-19,2125.199951171875
2024-12-20,2129.35009765625
2024-12-23,2135.89990234375
2024-12-24,2151.050048828125
2024-12-26,2189.14990234375
2024-12-27,2165.199951171875
2024-12-30,2192.35009765625
2024-12-31,2210.75
2025-01-01,2148.75
2025-01-02,2121.85009765625
2025-01-03,2083.89990234375
2025-01-06,2155.050048828125
2025-01-07,2172.949951171875
2025-01-08,2262.89990234375
2025-01-09,2320.14990234375
2025-01-10,2256.5
2025-01-13,2267.199951171875
2025-01-14,2327.39990234375
2025-01-15,2252.949951171875
2025-01-16,2240.75
2025-01-17,2178.0
2025-01-20,2168.699951171875
2025-01-21,2160.449951171875
2025-01-22,2120.550048828125
2025-01-23,2124.800048828125
2025-01-24,2096.550048828125
2025-01-27,1980.75
2025-01-28,2043.199951171875
2025-01-29,2051.550048828125
2025-01-30,2066.550048828125
2025-01-31,2154.64990234375
2025-02-01,2099.85009765625
2025-02-03,2139.89990234375
2025-02-04,2237.25
2025-02-05,2272.800048828125
2025-02-06,2342.199951171875
2025-02-07,2345.60009765625
2025-02-10,2235.199951171875
2025-02-11,2131.199951171875
2025-02-12,2119.0
2025-02-13,2111.699951171875
2025-02-14,1692.300048828125
2025-02-17,1682.4000244140625
2025-02-18,1758.4000244140625
2025-02-19,1678.8499755859375
2025-02-20,1678.0
2025-02-21,1650.199951171875
2025-02-24,1688.0
2025-02-25,1628.6500244140625
2025-02-27,1589.300048828125
2025-02-28,1496.0999755859375
2025-03-03,1521.4000244140625
2025-03-04,1743.5
2025-03-05,1747.449951171875
2025-03-06,1747.25
2025-03-07,1725.550048828125
2025-03-10,1677.050048828125
2025-03-11,1643.949951171875
2025-03-12,1621.949951171875
2025-03-13,1649.1500244140625
2025-03-17,1593.8499755859375
2025-03-18,1593.8499755859375
2025-03-19,1651.75
2025-03-20,1643.300048828125
2025-03-21,1680.25
2025-03-24,1662.4000244140625
2025-03-25,1690.550048828125
2025-03-26,1653.9000244140625
2025-03-27,1720.5999755859375
2025-03-28,1680.5999755859375
2025-04-01,1662.9000244140625
2025-04-02,1696.5999755859375
2025-04-03,1720.8499755859375
2025-04-04,1656.6500244140625
2025-04-07,1582.050048828125
2025-04-08,1596.550048828125
2025-04-09,1605.5
2025-04-11,1653.8499755859375
2025-04-15,1733.0999755859375
2025-04-16,1741.199951171875
2025-04-17,1721.9000244140625
2025-04-21,1712.300048828125
2025-04-22,1678.699951171875
2025-04-23,1648.5
2025-04-24,1650.699951171875
2025-04-25,1588.0
2025-04-28,1553.300048828125
2025-04-29,1557.800048828125
2025-04-30,1518.5999755859375
2025-05-02,1489.0
2025-05-05,1437.9000244140625
2025-05-06,1386.699951171875
2025-05-07,1396.5999755859375
2025-05-08,1523.0
2025-05-09,1543.5999755859375
2025-05-12,1511.0999755859375
2025-05-13,1505.699951171875
2025-05-14,1507.0
2025-05-15,1525.5
2025-05-16,1498.9000244140625
2025-05-19,1525.0
2025-05-20,1512.800048828125
2025-05-21,1510.0
2025-05-22,1532.0999755859375
2025-05-23,1535.9000244140625
2025-05-26,1533.199951171875
2025-05-27,1536.800048828125
2025-05-28,1635.699951171875
2025-05-29,1666.9000244140625
2025-05-30,1748.5
2025-06-02,1819.4000244140625
2025-06-03,1834.9000244140625
2025-06-04,1876.0
2025-06-05,1850.699951171875
2025-06-06,1926.5999755859375
2025-06-09,2013.0
2025-06-10,2099.699951171875
2025-06-11,2130.39990234375
2025-06-12,2063.60009765625
2025-06-13,2109.699951171875
2025-06-16,2095.800048828125
2025-06-17,2071.0
2025-06-18,2008.9000244140625
2025-06-19,1973.300048828125
2025-06-20,1837.300048828125
2025-06-23,1821.800048828125
2025-06-24,1780.4000244140625
2025-06-25,1814.9000244140625
2025-06-26,1798.5999755859375
2025-06-27,1823.5
2025-06-30,1839.5999755859375
2025-07-01,1795.300048828125
2025-07-02,1757.199951171875
2025-07-03,1750.199951171875
2025-07-04,1737.699951171875
2025-07-07,1760.800048828125
2025-07-08,1793.0
2025-07-09,1819.9000244140625
2025-07-10,1808.5
2025-07-11,1803.300048828125
2025-07-14,1836.800048828125
2025-07-15,1835.199951171875
2025-07-16,1838.5999755859375
2025-07-17,1920.5
2025-07-18,1893.9000244140625
2025-07-21,1919.699951171875
2025-07-22,1894.5
2025-07-23,1943.9000244140625
2025-07-24,1928.4000244140625
2025-07-25,1880.800048828125
2025-07-28,1865.699951171875
2025-07-29,1833.4000244140625
2025-07-30,1824.0
2025-07-31,1767.300048828125
2025-08-01,1740.699951171875
2025-08-04,1703.4000244140625
2025-08-05,1701.5999755859375
2025-08-06,1653.300048828125
2025-08-07,1631.0999755859375
2025-08-08,1598.0
2025-08-11,1604.0999755859375
2025-08-12,1648.300048828125
2025-08-13,1633.5999755859375
2025-08-14,1642.5
2025-08-18,1635.0
2025-08-19,1646.800048828125
2025-08-20,1693.4000244140625
2025-08-21,1750.199951171875
