Date,MCK
2017-11-29,139.06834411621094
2017-11-30,139.03070068359375
2017-12-01,137.76031494140625
2017-12-04,144.06532287597656
2017-12-05,141.8068084716797
2017-12-06,141.59979248046875
2017-12-07,141.16688537597656
2017-12-08,143.5760040283203
2017-12-11,144.74290466308594
2017-12-12,145.43927001953125
2017-12-13,146.060302734375
2017-12-14,147.9330596923828
2017-12-15,153.01475524902344
2017-12-18,150.81265258789062
2017-12-19,150.5397186279297
2017-12-20,151.17027282714844
2017-12-21,149.99395751953125
2017-12-22,149.0999298095703
2017-12-26,149.53277587890625
2017-12-27,148.7047119140625
2017-12-28,148.43177795410156
2017-12-29,146.75674438476562
2018-01-02,149.62692260742188
2018-01-03,147.51898193359375
2018-01-04,145.91915893554688
2018-01-05,147.89540100097656
2018-01-08,149.76809692382812
2018-01-09,151.17027282714844
2018-01-10,151.198486328125
2018-01-11,152.732421875
2018-01-12,156.44952392578125
2018-01-16,160.59959411621094
2018-01-17,162.64166259765625
2018-01-18,161.653564453125
2018-01-19,160.31727600097656
2018-01-22,162.7639617919922
2018-01-23,160.54310607910156
2018-01-24,164.28846740722656
2018-01-25,164.87197875976562
2018-01-26,166.30233764648438
2018-01-29,165.93533325195312
2018-01-30,161.62533569335938
2018-01-31,158.9245147705078
2018-02-01,156.46835327148438
2018-02-02,149.82456970214844
2018-02-05,143.40658569335938
2018-02-06,143.5289764404297
2018-02-07,143.82064819335938
2018-02-08,141.3739013671875
2018-02-09,140.15057373046875
2018-02-12,140.23521423339844
2018-02-13,137.56263732910156
2018-02-14,140.00001525878906
2018-02-15,139.93408203125
2018-02-16,141.62802124023438
2018-02-20,140.07530212402344
2018-02-21,140.77166748046875
2018-02-22,141.2421875
2018-02-23,143.65127563476562
2018-02-26,145.4110107421875
2018-02-27,144.6205291748047
2018-02-28,140.74423217773438
2018-03-01,138.2072296142578
2018-03-02,141.3761444091797
2018-03-05,142.70599365234375
2018-03-06,142.5739288330078
2018-03-07,143.12095642089844
2018-03-08,145.22415161132812
2018-03-09,146.93121337890625
2018-03-12,148.8269500732422
2018-03-13,148.7231903076172
2018-03-14,146.60118103027344
2018-03-15,145.20529174804688
2018-03-16,143.66790771484375
2018-03-19,139.22581481933594
2018-03-20,133.7461700439453
2018-03-21,134.7930908203125
2018-03-22,133.6330108642578
2018-03-23,131.1337432861328
2018-03-26,131.36949157714844
2018-03-27,130.8601837158203
2018-03-28,132.66156005859375
2018-03-29,132.859619140625
2018-04-02,131.85992431640625
2018-04-03,132.5389404296875
2018-04-04,133.31236267089844
2018-04-05,134.50070190429688
2018-04-06,131.76559448242188
2018-04-09,132.0673828125
2018-04-10,135.05718994140625
2018-04-11,134.94395446777344
2018-04-12,135.7550506591797
2018-04-13,134.72711181640625
2018-04-16,139.47103881835938
2018-04-17,140.99891662597656
2018-04-18,140.79144287109375
2018-04-19,138.7353973388672
2018-04-20,137.93368530273438
2018-04-23,139.89544677734375
2018-04-24,140.42361450195312
2018-04-25,143.08323669433594
2018-04-26,145.20529174804688
2018-04-27,149.13819885253906
2018-04-30,147.32736206054688
2018-05-01,145.4411163330078
2018-05-02,145.83717346191406
2018-05-03,138.25440979003906
2018-05-04,138.47134399414062
2018-05-07,136.07571411132812
2018-05-08,135.82107543945312
2018-05-09,136.5756072998047
2018-05-10,138.88626098632812
2018-05-11,140.725341796875
2018-05-14,142.43247985839844
2018-05-15,141.08377075195312
2018-05-16,141.6213836669922
2018-05-17,142.4041290283203
2018-05-18,140.45191955566406
2018-05-21,138.16949462890625
2018-05-22,138.11289978027344
2018-05-23,138.48077392578125
2018-05-24,135.83990478515625
2018-05-25,137.5187225341797
2018-05-29,133.18971252441406
2018-05-30,136.2172088623047
2018-05-31,134.18467712402344
2018-06-01,134.46826171875
2018-06-04,134.99769592285156
2018-06-05,135.91468811035156
2018-06-06,137.68252563476562
2018-06-07,137.6730499267578
2018-06-08,137.42726135253906
2018-06-11,137.2760009765625
2018-06-12,137.58792114257812
2018-06-13,141.35052490234375
2018-06-14,141.8042755126953
2018-06-15,141.8042755126953
2018-06-18,138.06063842773438
2018-06-19,138.722412109375
2018-06-20,139.44093322753906
2018-06-21,138.45773315429688
2018-06-22,140.74549865722656
2018-06-25,138.08905029296875
2018-06-26,137.01133728027344
2018-06-27,136.7560577392578
2018-06-28,128.380126953125
2018-06-29,126.11124420166016
2018-07-02,127.51043701171875
2018-07-03,127.2174072265625
2018-07-05,128.6070098876953
2018-07-06,130.34654235839844
2018-07-09,130.71519470214844
2018-07-10,130.95155334472656
2018-07-11,127.34025573730469
2018-07-12,128.55035400390625
2018-07-13,129.12696838378906
2018-07-16,128.17214965820312
2018-07-17,127.22687530517578
2018-07-18,126.99991607666016
2018-07-19,126.49888610839844
2018-07-20,125.63860321044922
2018-07-23,125.38335418701172
2018-07-24,124.76890563964844
2018-07-25,126.06401062011719
2018-07-26,120.1176986694336
2018-07-27,117.12090301513672
2018-07-30,119.02107238769531
2018-07-31,118.73746490478516
2018-08-01,117.9717025756836
2018-08-02,117.21540832519531
2018-08-03,119.31412506103516
2018-08-06,119.82462310791016
2018-08-07,119.82462310791016
2018-08-08,117.28158569335938
2018-08-09,117.1114273071289
2018-08-10,116.41185760498047
2018-08-13,119.14395904541016
2018-08-14,119.75847625732422
2018-08-15,119.51265716552734
2018-08-16,120.14604949951172
2018-08-17,122.31095886230469
2018-08-20,123.51152038574219
2018-08-21,123.2657241821289
2018-08-22,122.6323471069336
2018-08-23,122.2920150756836
2018-08-24,122.58512115478516
2018-08-27,123.19957733154297
2018-08-28,122.89705657958984
2018-08-29,122.89705657958984
2018-08-30,122.8781509399414
2018-08-31,122.0816421508789
2018-09-04,117.48284149169922
2018-09-05,117.03720092773438
2018-09-06,118.99998474121094
2018-09-07,123.02037811279297
2018-09-10,123.60823822021484
2018-09-11,123.3427734375
2018-09-12,123.5418930053711
2018-09-13,122.89710998535156
2018-09-14,121.9014892578125
2018-09-17,124.95470428466797
2018-09-18,126.1873779296875
2018-09-19,127.31578826904297
2018-09-20,128.81394958496094
2018-09-21,127.96056365966797
2018-09-24,125.77017974853516
2018-09-25,124.89788055419922
2018-09-26,125.1253890991211
2018-09-27,124.869384765625
2018-09-28,125.77962493896484
2018-10-01,125.46673583984375
2018-10-02,125.6658935546875
2018-10-03,123.74102783203125
2018-10-04,125.40986633300781
2018-10-05,127.13558197021484
2018-10-08,129.0035400390625
2018-10-09,129.75262451171875
2018-10-10,128.48202514648438
2018-10-11,122.54627227783203
2018-10-12,124.01597595214844
2018-10-15,124.56593322753906
2018-10-16,126.52871704101562
2018-10-17,128.0458984375
2018-10-18,125.8270492553711
2018-10-19,125.53311157226562
2018-10-22,120.166259765625
2018-10-23,120.69727325439453
2018-10-24,115.28299713134766
2018-10-25,115.6717758178711
2018-10-26,112.25822448730469
2018-10-29,114.51496124267578
2018-10-30,117.69145202636719
2018-10-31,118.29830932617188
2018-11-01,122.40402221679688
2018-11-02,118.91464233398438
2018-11-05,120.53606414794922
2018-11-06,121.9394302368164
2018-11-07,125.84603881835938
2018-11-08,125.70381164550781
2018-11-09,124.03495788574219
2018-11-12,123.7125473022461
2018-11-13,123.40912628173828
2018-11-14,122.21440124511719
2018-11-15,120.86792755126953
2018-11-16,117.47335052490234
2018-11-19,119.65425109863281
2018-11-20,116.20276641845703
2018-11-21,115.50106811523438
2018-11-23,114.884765625
2018-11-26,114.39168548583984
2018-11-27,119.18014526367188
2018-11-28,120.5739974975586
2018-11-29,120.43177032470703
2018-11-30,118.41537475585938
2018-12-03,120.94538879394531
2018-12-04,118.93851470947266
2018-12-06,120.22254943847656
2018-12-07,118.83387756347656
2018-12-10,117.08380889892578
2018-12-11,116.18025207519531
2018-12-12,117.30257415771484
2018-12-13,116.85552978515625
2018-12-14,110.95856475830078
2018-12-17,106.43118286132812
2018-12-18,103.85364532470703
2018-12-19,105.2232437133789
2018-12-20,104.49087524414062
2018-12-21,103.04515075683594
2018-12-24,102.9405288696289
2018-12-26,105.36593627929688
2018-12-27,105.63221740722656
2018-12-28,104.66207885742188
2018-12-31,105.07105255126953
2019-01-02,107.54399871826172
2019-01-03,107.42034912109375
2019-01-04,108.742431640625
2019-01-07,109.7220687866211
2019-01-08,111.95721435546875
2019-01-09,112.48035430908203
2019-01-10,116.07562255859375
2019-01-11,116.18975067138672
2019-01-14,115.74272918701172
2019-01-15,117.0362548828125
2019-01-16,117.55936431884766
2019-01-17,118.31076049804688
2019-01-18,120.47933197021484
2019-01-22,119.71842193603516
2019-01-23,119.95620727539062
2019-01-24,119.33798217773438
2019-01-25,120.84075927734375
2019-01-28,119.62329864501953
2019-01-29,119.1667709350586
2019-01-30,118.86241149902344
2019-01-31,121.98210906982422
2019-02-01,121.10706329345703
2019-02-04,125.796142578125
2019-02-05,125.330078125
2019-02-06,126.13851928710938
2019-02-07,124.21726989746094
2019-02-08,122.21039581298828
2019-02-11,124.05558013916016
2019-02-12,127.45109558105469
2019-02-13,127.61277770996094
2019-02-14,127.82206726074219
2019-02-15,128.93487548828125
2019-02-19,129.63868713378906
2019-02-20,127.48912048339844
2019-02-21,125.50130462646484
2019-02-22,125.06376647949219
2019-02-25,123.81777954101562
2019-02-26,120.93586730957031
2019-02-27,121.19267272949219
2019-02-28,121.31671905517578
2019-03-01,118.80755615234375
2019-03-04,114.58113861083984
2019-03-05,111.77622985839844
2019-03-06,108.2939453125
2019-03-07,107.12047576904297
2019-03-08,106.71977233886719
2019-03-11,108.26531219482422
2019-03-12,110.29743194580078
2019-03-13,112.07197570800781
2019-03-14,112.31049346923828
2019-03-15,113.77972412109375
2019-03-18,115.79277038574219
2019-03-19,116.88993835449219
2019-03-20,115.10588073730469
2019-03-21,116.61325073242188
2019-03-22,113.09281158447266
2019-03-25,110.33561706542969
2019-03-26,110.52644348144531
2019-03-27,110.3928451538086
2019-03-28,109.99217224121094
2019-03-29,111.68083190917969
2019-04-01,113.3790283203125
2019-04-02,109.51513671875
2019-04-03,109.79181671142578
2019-04-04,109.72502899169922
2019-04-05,111.33735656738281
2019-04-08,111.45185089111328
2019-04-09,110.47872161865234
2019-04-10,109.97306823730469
2019-04-11,108.94270324707031
2019-04-12,110.71722412109375
2019-04-15,111.82391357421875
2019-04-16,111.25151062011719
2019-04-17,107.3208236694336
2019-04-18,108.85684204101562
2019-04-22,107.30175018310547
