Date,GMAB.CO
2024-12-11,1536.0
2024-12-12,1488.0
2024-12-13,1438.5
2024-12-16,1442.5
2024-12-17,1427.5
2024-12-18,1486.5
2024-12-19,1454.0
2024-12-20,1462.0
2024-12-23,1485.0
2024-12-27,1507.5
2024-12-30,1492.5
2025-01-02,1531.0
2025-01-03,1549.0
2025-01-06,1569.0
2025-01-07,1592.5
2025-01-08,1599.5
2025-01-09,1606.0
2025-01-10,1607.5
2025-01-13,1563.0
2025-01-14,1575.0
2025-01-15,1485.5
2025-01-16,1525.5
2025-01-17,1509.5
2025-01-20,1510.0
2025-01-21,1535.5
2025-01-22,1510.0
2025-01-23,1512.0
2025-01-24,1503.0
2025-01-27,1506.5
2025-01-28,1364.5
2025-01-29,1394.0
2025-01-30,1410.0
2025-01-31,1424.5
2025-02-03,1393.5
2025-02-04,1388.0
2025-02-05,1402.5
2025-02-06,1384.5
2025-02-07,1385.0
2025-02-10,1367.5
2025-02-11,1372.5
2025-02-12,1373.0
2025-02-13,1490.0
2025-02-14,1504.0
2025-02-17,1509.5
2025-02-18,1540.0
2025-02-19,1549.5
2025-02-20,1587.5
2025-02-21,1583.0
2025-02-24,1598.0
2025-02-25,1637.0
2025-02-26,1618.0
2025-02-27,1614.5
2025-02-28,1608.5
2025-03-03,1635.0
2025-03-04,1642.0
2025-03-05,1654.5
2025-03-06,1641.0
2025-03-07,1659.5
2025-03-10,1522.0
2025-03-11,1382.0
2025-03-12,1372.5
2025-03-13,1367.0
2025-03-14,1414.0
2025-03-17,1399.5
2025-03-18,1389.0
2025-03-19,1377.5
2025-03-20,1371.5
2025-03-21,1363.5
2025-03-24,1325.0
2025-03-25,1322.0
2025-03-26,1356.0
2025-03-27,1399.0
2025-03-28,1364.0
2025-03-31,1340.0
2025-04-01,1306.0
2025-04-02,1275.5
2025-04-03,1285.0
2025-04-04,1251.5
2025-04-07,1234.0
2025-04-08,1268.5
2025-04-09,1168.5
2025-04-10,1217.0
2025-04-11,1225.0
2025-04-14,1274.0
2025-04-15,1293.0
2025-04-16,1291.5
2025-04-22,1298.0
2025-04-23,1330.0
2025-04-24,1340.0
2025-04-25,1347.0
2025-04-28,1350.0
2025-04-29,1374.5
2025-04-30,1390.0
2025-05-01,1399.0
2025-05-02,1421.5
2025-05-05,1429.5
2025-05-06,1393.0
2025-05-07,1364.5
2025-05-08,1290.0
2025-05-09,1319.0
2025-05-12,1320.0
2025-05-13,1270.0
2025-05-14,1295.5
2025-05-15,1295.0
2025-05-16,1321.0
2025-05-19,1320.0
2025-05-20,1339.0
2025-05-21,1375.0
2025-05-22,1397.5
2025-05-23,1360.0
2025-05-26,1373.5
2025-05-27,1394.0
2025-05-28,1379.5
2025-06-02,1423.5
2025-06-03,1403.0
2025-06-04,1438.5
2025-06-06,1445.5
2025-06-10,1495.0
2025-06-11,1484.5
2025-06-12,1484.0
2025-06-13,1481.0
2025-06-16,1474.5
2025-06-17,1441.0
2025-06-18,1416.5
2025-06-19,1402.0
2025-06-20,1377.0
2025-06-23,1353.0
2025-06-24,1335.0
2025-06-25,1315.5
2025-06-26,1322.5
2025-06-27,1309.5
2025-06-30,1315.0
2025-07-01,1314.5
2025-07-02,1296.0
2025-07-03,1292.0
2025-07-04,1298.5
2025-07-07,1308.0
2025-07-08,1363.5
2025-07-09,1371.5
2025-07-10,1394.5
2025-07-11,1378.0
2025-07-14,1372.0
2025-07-15,1361.0
2025-07-16,1406.5
2025-07-17,1420.5
2025-07-18,1419.5
2025-07-21,1391.5
2025-07-22,1385.0
2025-07-23,1449.5
2025-07-24,1502.5
2025-07-25,1490.5
2025-07-28,1497.5
2025-07-29,1467.0
2025-07-30,1463.5
2025-07-31,1437.5
2025-08-01,1387.0
2025-08-04,1414.0
2025-08-05,1431.0
2025-08-06,1377.0
2025-08-07,1446.5
2025-08-08,1382.0
2025-08-11,1357.5
2025-08-12,1384.0
2025-08-13,1437.5
2025-08-14,1458.5
2025-08-15,1497.5
2025-08-18,1507.5
2025-08-19,1515.5
2025-08-20,1543.5
2025-08-21,1574.0
2025-08-22,1570.0
