Date,SMALLCAP.NS
2025-04-21,42.90999984741211
2025-04-22,43.380001068115234
2025-04-23,43.5099983215332
2025-04-24,43.529998779296875
2025-04-25,42.33000183105469
2025-04-28,42.7400016784668
2025-04-29,42.880001068115234
2025-04-30,42.20000076293945
2025-05-02,42.08000183105469
2025-05-05,42.650001525878906
2025-05-06,41.72999954223633
2025-05-07,42.150001525878906
2025-05-08,41.529998779296875
2025-05-09,41.209999084472656
2025-05-12,43.0
2025-05-13,43.209999084472656
2025-05-14,43.790000915527344
2025-05-15,44.38999938964844
2025-05-16,44.810001373291016
2025-05-19,45.15999984741211
2025-05-20,44.63999938964844
2025-05-21,44.970001220703125
2025-05-22,44.79999923706055
2025-05-23,45.060001373291016
2025-05-26,45.310001373291016
2025-05-27,45.27000045776367
2025-05-28,45.45000076293945
2025-05-29,45.779998779296875
2025-05-30,45.91999816894531
2025-06-02,46.27000045776367
2025-06-03,46.2599983215332
2025-06-04,46.599998474121094
2025-06-05,47.06999969482422
2025-06-06,47.40999984741211
2025-06-09,48.20000076293945
2025-06-10,48.11000061035156
2025-06-11,47.88999938964844
2025-06-12,47.189998626708984
2025-06-13,47.11000061035156
2025-06-16,47.560001373291016
2025-06-17,47.349998474121094
2025-06-18,47.099998474121094
2025-06-19,46.209999084472656
2025-06-20,46.560001373291016
2025-06-23,46.93000030517578
2025-06-24,47.20000076293945
2025-06-25,47.91999816894531
2025-06-26,48.08000183105469
2025-06-27,48.34000015258789
2025-06-30,48.47999954223633
2025-07-01,48.209999084472656
2025-07-02,47.959999084472656
2025-07-03,48.209999084472656
2025-07-04,48.20000076293945
2025-07-07,48.06999969482422
2025-07-08,47.7400016784668
2025-07-09,48.099998474121094
2025-07-10,47.9900016784668
2025-07-11,47.619998931884766
2025-07-14,48.060001373291016
2025-07-15,48.470001220703125
2025-07-16,48.56999969482422
2025-07-17,48.52000045776367
2025-07-18,48.36000061035156
2025-07-21,48.22999954223633
2025-07-22,48.15999984741211
2025-07-23,48.08000183105469
2025-07-24,47.54999923706055
2025-07-25,46.540000915527344
2025-07-29,46.29999923706055
2025-07-30,46.20000076293945
2025-07-31,45.790000915527344
2025-08-01,44.95000076293945
