Date,MOREALTY.NS
2024-07-08,111.66000366210938
2024-07-09,112.4000015258789
2024-07-10,112.69000244140625
2024-07-11,111.19000244140625
2024-07-12,109.55000305175781
2024-07-15,110.94000244140625
2024-07-16,112.41999816894531
2024-07-18,112.06999969482422
2024-07-19,109.7699966430664
2024-07-22,109.2699966430664
2024-07-23,106.73999786376953
2024-07-24,107.63999938964844
2024-07-25,106.76000213623047
2024-07-26,107.95999908447266
2024-07-29,109.5
2024-07-30,109.79000091552734
2024-07-31,109.87000274658203
2024-08-01,108.41999816894531
2024-08-02,104.52999877929688
2024-08-05,101.31999969482422
2024-08-06,100.26000213623047
2024-08-07,102.22000122070312
2024-08-08,100.87999725341797
2024-08-09,102.55999755859375
2024-08-12,103.58999633789062
2024-08-13,103.0199966430664
2024-08-14,102.55999755859375
2024-08-16,105.19999694824219
2024-08-19,105.0999984741211
2024-08-20,105.33000183105469
2024-08-21,104.19999694824219
2024-08-22,104.91999816894531
2024-08-23,102.19999694824219
2024-08-26,103.5199966430664
2024-08-28,103.66000366210938
2024-08-29,103.5199966430664
2024-08-30,105.16999816894531
2024-09-02,105.01000213623047
2024-09-03,104.68000030517578
2024-09-04,104.77999877929688
2024-09-05,104.5
2024-09-06,103.05999755859375
2024-09-09,103.19000244140625
2024-09-10,104.05999755859375
2024-09-11,102.94999694824219
2024-09-12,103.48999786376953
2024-09-13,105.27999877929688
2024-09-16,105.86000061035156
2024-09-17,106.45999908447266
2024-09-18,106.12000274658203
2024-09-19,106.5999984741211
2024-09-20,109.25
2024-09-23,112.75
2024-09-24,112.20999908447266
2024-09-25,112.94999694824219
2024-09-26,113.3499984741211
2024-09-27,111.94000244140625
2024-09-30,110.12000274658203
2024-10-01,110.0999984741211
2024-10-03,105.87999725341797
2024-10-04,103.83999633789062
2024-10-07,102.41999816894531
2024-10-08,103.41000366210938
2024-10-09,105.0999984741211
2024-10-10,105.12999725341797
2024-10-11,104.45999908447266
2024-10-14,105.58999633789062
2024-10-15,107.58999633789062
2024-10-16,108.26000213623047
2024-10-17,104.87999725341797
2024-10-18,104.93000030517578
2024-10-21,103.5199966430664
2024-10-22,100.4000015258789
2024-10-23,100.2300033569336
2024-10-24,98.87000274658203
2024-10-25,97.6500015258789
2024-10-28,98.95999908447266
2024-10-29,100.26000213623047
2024-10-31,99.91000366210938
2024-11-01,100.55000305175781
2024-11-04,98.12999725341797
2024-11-06,101.43000030517578
2024-11-07,99.9000015258789
2024-11-08,97.13999938964844
2024-11-11,96.80000305175781
2024-11-12,97.0199966430664
2024-11-13,93.94999694824219
2024-11-14,94.9000015258789
2024-11-18,95.31999969482422
2024-11-19,96.72000122070312
2024-11-21,97.44000244140625
2024-11-22,100.4800033569336
2024-11-25,102.75
2024-11-26,103.0
2024-11-27,102.41999816894531
2024-11-28,102.5199966430664
2024-11-29,102.0999984741211
2024-12-02,104.88999938964844
2024-12-03,105.2300033569336
2024-12-04,107.47000122070312
2024-12-05,107.05000305175781
2024-12-06,107.33999633789062
2024-12-09,107.52999877929688
2024-12-10,109.08000183105469
2024-12-11,109.04000091552734
2024-12-12,108.8499984741211
2024-12-13,108.37999725341797
2024-12-16,111.63999938964844
2024-12-17,111.52999877929688
2024-12-18,111.0199966430664
2024-12-19,110.13999938964844
2024-12-20,106.08999633789062
2024-12-23,107.56999969482422
2024-12-24,107.2699966430664
2024-12-26,107.54000091552734
2024-12-27,107.01000213623047
2024-12-30,105.18000030517578
2024-12-31,105.13999938964844
2025-01-01,104.16999816894531
2025-01-02,105.4000015258789
2025-01-03,104.7699966430664
2025-01-06,101.51000213623047
2025-01-07,101.94000244140625
2025-01-08,102.12999725341797
2025-01-09,99.25
2025-01-10,96.52999877929688
2025-01-13,90.2699966430664
2025-01-14,90.87999725341797
2025-01-15,92.30999755859375
2025-01-16,92.83999633789062
2025-01-17,94.08999633789062
2025-01-20,94.7300033569336
2025-01-21,90.86000061035156
2025-01-22,86.63999938964844
2025-01-23,87.55000305175781
2025-01-24,85.51000213623047
2025-01-27,84.5199966430664
2025-01-28,86.33000183105469
2025-01-29,88.8499984741211
2025-01-30,90.33999633789062
2025-01-31,91.94999694824219
2025-02-01,94.93000030517578
2025-02-03,94.6500015258789
2025-02-04,95.29000091552734
2025-02-05,93.79000091552734
2025-02-06,91.80000305175781
2025-02-07,91.83999633789062
2025-02-10,89.20999908447266
2025-02-11,86.41999816894531
2025-02-12,84.08000183105469
2025-02-13,84.80999755859375
2025-02-14,83.38999938964844
2025-02-17,83.25
2025-02-18,83.30999755859375
2025-02-19,84.68000030517578
2025-02-20,85.55000305175781
2025-02-21,84.43000030517578
2025-02-24,83.83999633789062
2025-02-25,82.7699966430664
2025-02-27,80.94000244140625
2025-02-28,80.05000305175781
2025-03-03,80.76000213623047
2025-03-04,80.91000366210938
2025-03-05,82.80000305175781
2025-03-06,82.77999877929688
2025-03-07,81.73999786376953
2025-03-10,80.1500015258789
2025-03-11,82.80000305175781
2025-03-12,81.45999908447266
2025-03-13,80.16999816894531
2025-03-17,79.8499984741211
2025-03-18,82.18000030517578
2025-03-19,84.31999969482422
2025-03-20,85.23999786376953
2025-03-21,86.31999969482422
2025-03-24,87.44999694824219
2025-03-25,86.18000030517578
2025-03-26,85.13999938964844
2025-03-27,86.19999694824219
2025-03-28,84.77999877929688
2025-04-01,82.62000274658203
2025-04-02,85.33999633789062
2025-04-03,85.45999908447266
2025-04-04,82.4800033569336
2025-04-07,77.80999755859375
2025-04-08,79.68000030517578
2025-04-09,78.1500015258789
2025-04-11,79.11000061035156
2025-04-15,83.20999908447266
2025-04-16,83.70999908447266
2025-04-17,84.33999633789062
2025-04-21,86.38999938964844
2025-04-22,88.30999755859375
2025-04-23,89.45999908447266
2025-04-24,88.47000122070312
2025-04-25,85.95999908447266
2025-04-28,87.13999938964844
2025-04-29,86.93000030517578
2025-04-30,88.30999755859375
2025-05-02,87.97000122070312
2025-05-05,88.61000061035156
2025-05-06,85.62000274658203
2025-05-07,86.41999816894531
2025-05-08,84.54000091552734
2025-05-09,82.5
2025-05-12,87.2699966430664
2025-05-13,86.66999816894531
2025-05-14,87.91999816894531
2025-05-15,89.58999633789062
2025-05-16,91.22000122070312
2025-05-19,93.26000213623047
2025-05-20,92.0
2025-05-21,93.7699966430664
2025-05-22,93.48999786376953
2025-05-23,93.63999938964844
2025-05-26,94.30000305175781
2025-05-27,94.4000015258789
2025-05-28,94.23999786376953
2025-05-29,95.31999969482422
2025-05-30,94.5999984741211
2025-06-02,97.18000030517578
2025-06-03,98.01000213623047
2025-06-04,97.41000366210938
2025-06-05,99.0999984741211
2025-06-06,103.9000015258789
2025-06-09,103.58000183105469
2025-06-10,102.36000061035156
2025-06-11,102.41000366210938
2025-06-12,100.31999969482422
2025-06-13,100.63999938964844
2025-06-16,102.0
2025-06-17,101.36000061035156
2025-06-18,100.87000274658203
2025-06-19,99.0
2025-06-20,101.16000366210938
2025-06-23,101.0999984741211
2025-06-24,101.4800033569336
2025-06-25,101.73999786376953
2025-06-26,100.95999908447266
2025-06-27,99.33000183105469
2025-06-30,98.70999908447266
2025-07-01,98.43000030517578
2025-07-02,97.16999816894531
2025-07-03,96.3499984741211
2025-07-04,97.25
2025-07-07,97.20999908447266
2025-07-08,98.0999984741211
2025-07-09,96.83999633789062
2025-07-10,97.30000305175781
2025-07-11,96.30999755859375
2025-07-14,97.31999969482422
2025-07-15,98.30999755859375
2025-07-16,98.62000274658203
2025-07-17,99.80000305175781
2025-07-18,99.73999786376953
2025-07-21,100.2300033569336
2025-07-22,99.25
2025-07-23,97.01000213623047
2025-07-24,95.9800033569336
2025-07-25,95.01000213623047
2025-07-28,91.38999938964844
2025-07-29,92.86000061035156
2025-07-30,91.97000122070312
2025-07-31,91.19000244140625
2025-08-01,89.77999877929688
