Date,SENSEXIETF.NS
2025-01-03,894.72998046875
2025-01-06,882.8200073242188
2025-01-07,882.8099975585938
2025-01-08,883.2999877929688
2025-01-09,876.6900024414062
2025-01-10,874.0800170898438
2025-01-13,863.4400024414062
2025-01-14,863.489990234375
2025-01-15,865.8800048828125
2025-01-16,868.260009765625
2025-01-17,866.27001953125
2025-01-20,871.0399780273438
2025-01-21,860.6799926757812
2025-01-22,862.3099975585938
2025-01-23,864.280029296875
2025-01-24,860.8499755859375
2025-01-27,852.22998046875
2025-01-28,858.3699951171875
2025-01-29,864.3099975585938
2025-01-30,866.1500244140625
2025-01-31,874.4600219726562
2025-02-01,877.02001953125
2025-02-03,872.9099731445312
2025-02-04,885.6900024414062
2025-02-05,884.1099853515625
2025-02-06,882.5499877929688
2025-02-07,878.280029296875
2025-02-10,874.6599731445312
2025-02-11,863.3200073242188
2025-02-12,862.1199951171875
2025-02-13,860.280029296875
2025-02-14,860.0700073242188
2025-02-17,860.22998046875
2025-02-18,859.1400146484375
2025-02-19,860.1400146484375
2025-02-20,856.719970703125
2025-02-21,853.0
2025-02-24,842.6799926757812
2025-02-25,844.1599731445312
2025-02-27,843.6199951171875
2025-02-28,829.530029296875
2025-03-03,826.010009765625
2025-03-04,825.1199951171875
2025-03-05,833.760009765625
2025-03-06,841.4099731445312
2025-03-07,841.280029296875
2025-03-10,838.1300048828125
2025-03-11,838.9600219726562
2025-03-12,837.9299926757812
2025-03-13,834.969970703125
2025-03-17,838.6199951171875
2025-03-18,849.6199951171875
2025-03-19,853.0599975585938
2025-03-20,862.4600219726562
2025-03-21,869.1099853515625
2025-03-24,879.8200073242188
2025-03-25,880.4500122070312
2025-03-26,875.4600219726562
2025-03-27,875.6300048828125
2025-03-28,877.1300048828125
2025-04-01,861.52001953125
2025-04-02,865.0800170898438
2025-04-03,863.3499755859375
2025-04-04,856.9099731445312
2025-04-07,833.219970703125
2025-04-08,840.3800048828125
2025-04-09,836.0700073242188
2025-04-11,849.72998046875
2025-04-15,865.9000244140625
2025-04-16,869.2000122070312
2025-04-17,888.3400268554688
2025-04-21,896.27001953125
2025-04-22,897.510009765625
2025-04-23,904.760009765625
2025-04-24,899.9099731445312
2025-04-25,894.4000244140625
2025-04-28,904.6900024414062
2025-04-29,905.030029296875
2025-04-30,906.9600219726562
2025-05-02,908.77001953125
2025-05-05,911.8900146484375
2025-05-06,909.27001953125
2025-05-07,910.8499755859375
2025-05-08,908.2899780273438
2025-05-09,898.2999877929688
2025-05-12,930.22998046875
2025-05-13,916.780029296875
2025-05-14,918.4400024414062
2025-05-15,931.2899780273438
2025-05-16,931.760009765625
2025-05-19,926.4199829101562
2025-05-20,918.72998046875
2025-05-21,922.47998046875
2025-05-22,913.8900146484375
2025-05-23,922.8599853515625
2025-05-26,929.0900268554688
2025-05-27,923.2899780273438
2025-05-28,921.72998046875
2025-05-29,922.6799926757812
2025-05-30,922.7100219726562
2025-06-02,921.4199829101562
2025-06-03,914.3800048828125
2025-06-04,917.0999755859375
2025-06-05,923.6799926757812
2025-06-06,932.5399780273438
2025-06-09,933.7100219726562
2025-06-10,932.6099853515625
2025-06-11,934.3300170898438
2025-06-12,925.9000244140625
2025-06-13,918.9400024414062
2025-06-16,926.5499877929688
2025-06-17,923.8099975585938
2025-06-18,923.260009765625
2025-06-19,922.9299926757812
2025-06-20,935.4500122070312
2025-06-23,928.989990234375
2025-06-24,929.6099853515625
2025-06-25,937.3800048828125
2025-06-26,947.8200073242188
2025-06-27,956.6199951171875
2025-06-30,950.2100219726562
2025-07-01,950.3599853515625
2025-07-02,948.52001953125
2025-07-03,947.1300048828125
2025-07-04,948.9000244140625
2025-07-07,949.4299926757812
2025-07-08,952.5399780273438
2025-07-09,951.010009765625
2025-07-10,947.280029296875
2025-07-11,938.1699829101562
2025-07-14,936.8099975585938
2025-07-15,940.5700073242188
2025-07-16,940.52001953125
2025-07-17,936.6099853515625
2025-07-18,932.0
2025-07-21,936.3800048828125
2025-07-22,936.8800048828125
2025-07-23,940.0499877929688
2025-07-24,936.4600219726562
2025-07-25,927.6500244140625
2025-07-28,922.4600219726562
2025-07-29,927.030029296875
2025-07-30,928.719970703125
2025-07-31,925.739990234375
2025-08-01,920.02001953125
