Date,GEV
2025-02-14,367.150146484375
2025-02-18,372.8033752441406
2025-02-19,374.75103759765625
2025-02-20,359.2496032714844
2025-02-21,327.4876708984375
2025-02-24,315.531982421875
2025-02-25,317.3098449707031
2025-02-26,334.8388366699219
2025-02-27,325.88958740234375
2025-02-28,334.7789306640625
2025-03-03,315.6019287109375
2025-03-04,312.69537353515625
2025-03-05,316.4208984375
2025-03-06,292.859130859375
2025-03-07,288.95379638671875
2025-03-10,269.8067932128906
2025-03-11,283.8699035644531
2025-03-12,298.32257080078125
2025-03-13,299.8807067871094
2025-03-14,313.25469970703125
2025-03-17,331.5627746582031
2025-03-18,318.5483703613281
2025-03-19,335.3981628417969
2025-03-20,336.42694091796875
2025-03-21,333.4704895019531
2025-03-24,343.15887451171875
2025-03-25,335.7977294921875
2025-03-26,317.3198547363281
2025-03-27,302.637451171875
2025-03-28,302.5675048828125
2025-03-31,304.9147033691406
2025-04-01,315.2623291015625
2025-04-02,330.4041748046875
2025-04-03,297.3038330078125
2025-04-04,271.1551513671875
2025-04-07,285.7276916503906
2025-04-08,286.5467529296875
2025-04-09,326.4189147949219
2025-04-10,309.5791320800781
2025-04-11,321.0453796386719
2025-04-14,321.9143371582031
2025-04-15,328.1668395996094
2025-04-16,327.767333984375
2025-04-17,323.4092102050781
2025-04-21,312.9437561035156
2025-04-22,325.9281311035156
2025-04-23,335.9437561035156
2025-04-24,360.3331298828125
2025-04-25,372.2579650878906
2025-04-28,369.89898681640625
2025-04-29,371.02850341796875
2025-04-30,370.6586608886719
2025-05-01,382.1236572265625
2025-05-02,396.1475524902344
2025-05-05,400.92547607421875
2025-05-06,401.055419921875
2025-05-07,406.63299560546875
2025-05-08,393.82855224609375
2025-05-09,399.0862731933594
2025-05-12,416.44873046875
2025-05-13,433.1414489746094
2025-05-14,432.65167236328125
2025-05-15,426.7842102050781
2025-05-16,427.8737487792969
2025-05-19,446.4056701660156
2025-05-20,449.84417724609375
2025-05-21,452.8328857421875
2025-05-22,458.620361328125
2025-05-23,464.1879577636719
2025-05-27,471.3048400878906
2025-05-28,484.7989807128906
2025-05-29,470.9649963378906
2025-05-30,472.7742004394531
2025-06-02,484.94891357421875
2025-06-03,492.7554931640625
2025-06-04,487.9176025390625
2025-06-05,484.0992736816406
2025-06-06,484.7889709472656
2025-06-09,479.7911376953125
2025-06-10,465.1075439453125
2025-06-11,483.2596435546875
2025-06-12,487.45782470703125
2025-06-13,478.2418212890625
2025-06-16,487.667724609375
2025-06-17,488.4473876953125
2025-06-18,489.9767150878906
2025-06-20,486.74810791015625
2025-06-23,499.6625061035156
2025-06-24,510.61773681640625
2025-06-25,502.4512939453125
2025-06-26,506.5894775390625
2025-06-27,519.433837890625
2025-06-30,528.9197998046875
2025-07-01,505.77984619140625
2025-07-02,504.8502502441406
2025-07-03,516.8150024414062
2025-07-07,530.04931640625
2025-07-08,529.7694091796875
2025-07-09,535.5369262695312
2025-07-10,539.1253051757812
2025-07-11,538.9253540039062
2025-07-14,554.7984619140625
2025-07-15,559.3665161132812
2025-07-16,560.92578125
2025-07-17,569.921875
2025-07-18,574.3499755859375
2025-07-21,565.9099731445312
2025-07-22,548.989990234375
2025-07-23,629.030029296875
2025-07-24,623.969970703125
2025-07-25,644.5900268554688
2025-07-28,647.6599731445312
2025-07-29,632.6699829101562
2025-07-30,655.0
2025-07-31,660.2899780273438
2025-08-01,656.5
