Date,ITIETF.NS
2025-05-30,40.38999938964844
2025-06-02,40.25
2025-06-03,39.9900016784668
2025-06-04,40.06999969482422
2025-06-05,40.27000045776367
2025-06-06,40.47999954223633
2025-06-09,40.9900016784668
2025-06-10,41.560001373291016
2025-06-11,42.15999984741211
2025-06-12,41.720001220703125
2025-06-13,41.70000076293945
2025-06-16,42.5
2025-06-17,42.66999816894531
2025-06-18,42.36000061035156
2025-06-19,41.90999984741211
2025-06-20,42.27000045776367
2025-06-23,41.66999816894531
2025-06-24,41.70000076293945
2025-06-25,42.349998474121094
2025-06-26,42.25
2025-06-27,42.09000015258789
2025-06-30,42.22999954223633
2025-07-01,42.119998931884766
2025-07-02,42.13999938964844
2025-07-03,42.2599983215332
2025-07-04,42.5099983215332
2025-07-07,42.2599983215332
2025-07-08,42.34000015258789
2025-07-09,42.08000183105469
2025-07-10,41.7599983215332
2025-07-11,41.0
2025-07-14,40.41999816894531
2025-07-15,40.56999969482422
2025-07-16,40.880001068115234
2025-07-17,40.41999816894531
2025-07-18,40.41999816894531
2025-07-21,40.29999923706055
2025-07-22,40.150001525878906
2025-07-23,40.2400016784668
2025-07-24,39.380001068115234
2025-07-25,38.83000183105469
2025-07-28,38.599998474121094
2025-07-29,38.61000061035156
2025-07-30,38.72999954223633
2025-07-31,38.400001525878906
2025-08-01,37.810001373291016
