Date,BIKAJI.NS
2025-02-20,644.3499755859375
2025-02-21,675.2999877929688
2025-02-24,647.0999755859375
2025-02-25,642.25
2025-02-27,628.1500244140625
2025-02-28,634.1500244140625
2025-03-03,654.5999755859375
2025-03-04,676.3499755859375
2025-03-05,665.0
2025-03-06,672.75
2025-03-07,670.1500244140625
2025-03-10,642.5499877929688
2025-03-11,644.9000244140625
2025-03-12,656.3499755859375
2025-03-13,672.7999877929688
2025-03-17,683.3499755859375
2025-03-18,683.3499755859375
2025-03-19,703.2000122070312
2025-03-20,699.2999877929688
2025-03-21,697.0
2025-03-24,686.9000244140625
2025-03-25,667.4000244140625
2025-03-26,659.3499755859375
2025-03-27,657.0499877929688
2025-03-28,661.0
2025-04-01,691.9500122070312
2025-04-02,668.75
2025-04-03,681.8499755859375
2025-04-04,677.0999755859375
2025-04-07,671.5999755859375
2025-04-08,683.3499755859375
2025-04-09,676.7000122070312
2025-04-11,709.4500122070312
2025-04-15,715.4000244140625
2025-04-16,712.1500244140625
2025-04-17,716.7000122070312
2025-04-21,740.2000122070312
2025-04-22,735.0499877929688
2025-04-23,730.5499877929688
2025-04-24,750.0
2025-04-25,728.8499755859375
2025-04-28,726.5
2025-04-29,710.2000122070312
2025-04-30,700.2000122070312
2025-05-02,701.25
2025-05-05,696.5499877929688
2025-05-06,685.0999755859375
2025-05-07,690.2999877929688
2025-05-08,683.25
2025-05-09,674.3499755859375
2025-05-12,703.7000122070312
2025-05-13,690.2999877929688
2025-05-14,705.7999877929688
2025-05-15,713.4500122070312
2025-05-16,717.6500244140625
2025-05-19,726.6500244140625
2025-05-20,720.0
2025-05-21,710.1500244140625
2025-05-22,723.7000122070312
2025-05-23,719.4500122070312
2025-05-26,729.9000244140625
2025-05-27,734.75
2025-05-28,744.0
2025-05-29,768.7000122070312
2025-05-30,765.4000244140625
2025-06-02,765.9500122070312
2025-06-03,759.5499877929688
2025-06-04,760.7000122070312
2025-06-05,762.1500244140625
2025-06-06,757.2999877929688
2025-06-09,765.1500244140625
2025-06-10,760.75
2025-06-11,761.7000122070312
2025-06-12,750.5999755859375
2025-06-13,746.2000122070312
2025-06-16,740.5999755859375
2025-06-17,728.6500244140625
2025-06-18,715.5
2025-06-19,709.25
2025-06-20,707.8499755859375
2025-06-23,705.75
2025-06-24,710.9500122070312
2025-06-25,715.5499877929688
2025-06-26,750.5
2025-06-27,754.7999877929688
2025-06-30,740.5
2025-07-01,741.1500244140625
2025-07-02,743.9000244140625
2025-07-03,736.6500244140625
2025-07-04,732.9000244140625
2025-07-07,730.5499877929688
2025-07-08,735.9500122070312
2025-07-09,734.7000122070312
2025-07-10,732.9500122070312
2025-07-11,727.8499755859375
2025-07-14,720.6500244140625
2025-07-15,724.2000122070312
2025-07-16,749.0499877929688
2025-07-17,749.5499877929688
2025-07-18,756.0499877929688
2025-07-21,750.2999877929688
2025-07-22,762.7999877929688
2025-07-23,788.6500244140625
2025-07-24,777.5499877929688
2025-07-25,772.0499877929688
2025-07-28,750.2999877929688
2025-07-29,767.9000244140625
2025-07-30,763.6500244140625
2025-07-31,750.0
2025-08-01,754.6500244140625
2025-08-04,745.1500244140625
2025-08-05,738.2999877929688
2025-08-06,733.6500244140625
2025-08-07,729.7999877929688
2025-08-08,722.75
2025-08-11,721.9500122070312
2025-08-12,720.2000122070312
2025-08-13,716.9000244140625
2025-08-14,722.2000122070312
2025-08-18,772.4000244140625
2025-08-19,772.4500122070312
2025-08-20,797.4000244140625
2025-08-21,778.25
