Date,CHEMPLASTS.NS
2025-03-17,416.8999938964844
2025-03-18,416.8999938964844
2025-03-19,429.95001220703125
2025-03-20,435.54998779296875
2025-03-21,463.3500061035156
2025-03-24,480.5
2025-03-25,458.1000061035156
2025-03-26,443.25
2025-03-27,434.8999938964844
2025-03-28,435.04998779296875
2025-04-01,432.3500061035156
2025-04-02,435.45001220703125
2025-04-03,436.0
2025-04-04,427.04998779296875
2025-04-07,409.1000061035156
2025-04-08,416.25
2025-04-09,418.0
2025-04-11,432.70001220703125
2025-04-15,439.1000061035156
2025-04-16,441.54998779296875
2025-04-17,445.6000061035156
2025-04-21,445.29998779296875
2025-04-22,448.54998779296875
2025-04-23,438.6499938964844
2025-04-24,439.75
2025-04-25,433.29998779296875
2025-04-28,425.95001220703125
2025-04-29,427.1499938964844
2025-04-30,410.6499938964844
2025-05-02,408.3500061035156
2025-05-05,402.8999938964844
2025-05-06,392.5
2025-05-07,389.6499938964844
2025-05-08,387.70001220703125
2025-05-09,392.6000061035156
2025-05-12,399.04998779296875
2025-05-13,400.25
2025-05-14,406.8500061035156
2025-05-15,429.8999938964844
2025-05-16,422.0
2025-05-19,440.8999938964844
2025-05-20,438.75
2025-05-21,434.8500061035156
2025-05-22,431.1000061035156
2025-05-23,435.20001220703125
2025-05-26,440.1000061035156
2025-05-27,440.25
2025-05-28,439.6000061035156
2025-05-29,430.6499938964844
2025-05-30,424.45001220703125
2025-06-02,424.54998779296875
2025-06-03,429.75
2025-06-04,425.3999938964844
2025-06-05,430.6000061035156
2025-06-06,425.8500061035156
2025-06-09,426.5
2025-06-10,425.95001220703125
2025-06-11,437.0
2025-06-12,437.25
2025-06-13,433.1000061035156
2025-06-16,434.8500061035156
2025-06-17,423.8999938964844
2025-06-18,432.8500061035156
2025-06-19,423.75
2025-06-20,413.79998779296875
2025-06-23,415.3500061035156
2025-06-24,415.95001220703125
2025-06-25,432.29998779296875
2025-06-26,426.70001220703125
2025-06-27,441.1000061035156
2025-06-30,439.04998779296875
2025-07-01,439.1499938964844
2025-07-02,429.79998779296875
2025-07-03,427.54998779296875
2025-07-04,429.25
2025-07-07,423.04998779296875
2025-07-08,419.0
2025-07-09,420.8500061035156
2025-07-10,422.20001220703125
2025-07-11,421.54998779296875
2025-07-14,417.20001220703125
2025-07-15,422.8500061035156
2025-07-16,420.95001220703125
2025-07-17,443.45001220703125
2025-07-18,455.79998779296875
2025-07-21,467.3999938964844
2025-07-22,464.5
2025-07-23,468.8999938964844
2025-07-24,450.3999938964844
2025-07-25,439.3500061035156
2025-07-28,430.8999938964844
2025-07-29,429.75
2025-07-30,434.04998779296875
2025-07-31,416.8500061035156
2025-08-01,418.5
2025-08-04,411.20001220703125
2025-08-05,421.79998779296875
2025-08-06,414.29998779296875
2025-08-07,410.95001220703125
2025-08-08,410.5
