Date,MIDSMALL.NS
2025-04-15,44.15999984741211
2025-04-16,44.369998931884766
2025-04-17,44.65999984741211
2025-04-21,45.84000015258789
2025-04-22,46.2400016784668
2025-04-23,46.970001220703125
2025-04-24,46.84000015258789
2025-04-25,45.810001373291016
2025-04-28,46.459999084472656
2025-04-29,46.63999938964844
2025-04-30,45.9900016784668
2025-05-02,45.7400016784668
2025-05-05,46.5
2025-05-06,45.560001373291016
2025-05-07,45.88999938964844
2025-05-08,45.77000045776367
2025-05-09,45.310001373291016
2025-05-12,47.31999969482422
2025-05-13,47.81999969482422
2025-05-14,48.279998779296875
2025-05-15,48.61000061035156
2025-05-16,49.22999954223633
2025-05-19,49.459999084472656
2025-05-20,48.84000015258789
2025-05-21,49.040000915527344
2025-05-22,48.709999084472656
2025-05-23,49.040000915527344
2025-05-26,49.25
2025-05-27,49.18000030517578
2025-05-28,49.220001220703125
2025-05-29,49.56999969482422
2025-05-30,49.59000015258789
2025-06-02,49.75
2025-06-03,49.86000061035156
2025-06-04,50.150001525878906
2025-06-05,50.79999923706055
2025-06-06,50.959999084472656
2025-06-09,51.52000045776367
2025-06-10,51.540000915527344
2025-06-11,51.13999938964844
2025-06-12,50.25
2025-06-13,50.08000183105469
2025-06-16,50.43000030517578
2025-06-17,50.290000915527344
2025-06-18,50.04999923706055
2025-06-19,49.27000045776367
2025-06-20,49.79999923706055
2025-06-23,50.22999954223633
2025-06-24,50.59000015258789
2025-06-25,50.83000183105469
2025-06-26,50.939998626708984
2025-06-27,51.119998931884766
2025-06-30,51.459999084472656
2025-07-01,51.09000015258789
2025-07-02,50.959999084472656
2025-07-03,51.09000015258789
2025-07-04,51.06999969482422
2025-07-07,50.970001220703125
2025-07-08,50.63999938964844
2025-07-09,50.72999954223633
2025-07-10,50.540000915527344
2025-07-11,50.09000015258789
2025-07-14,50.29999923706055
2025-07-15,50.869998931884766
2025-07-16,50.869998931884766
2025-07-17,50.75
2025-07-18,50.43000030517578
2025-07-21,50.650001525878906
2025-07-22,50.470001220703125
2025-07-23,50.470001220703125
2025-07-24,49.880001068115234
2025-07-25,49.06999969482422
2025-07-28,48.459999084472656
2025-07-29,48.9900016784668
2025-07-30,49.150001525878906
2025-07-31,48.81999969482422
2025-08-01,48.27000045776367
